#Results for query "config from cloud.resource where cloud.accountgroup= 'cloud_governance_team_qa' and api.name= 'aws-ssm-parameter' AND json.rule = ((tags[*].key != Project) or (tags[*].key != Component) or (tags[*].key != Environment) or (tags[*].key != Department) or (tags[*].key != Contact))" executed for time range from: Dec 28, 2021 15.05 MST America/Denver, to: Dec 29, 2021 15.05 MST America/Denver and executed by michelle.griffith1@maxar.com
Resource Name,Service,Account,Region,Last Modified,Deleted
/governance/account-factory/account-creation-notifier-cfh-handler/GovernanceAtScaleCFHHandlerFunctionArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/cloudtrail-log-aggregator/LogAggregatorRoleArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/new-account-info/GovernanceAtScaleAccountFactoryNewAccountInfoArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/account-waiter/GovernanceAtScaleAccountFactoryAccountWaiterCRArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/prisma/prisma-rotation/PrismaSecretManager,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/iam-provisioner/GovernanceAtScaleAccountFactoryIAMProvisionerArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/inventory-inserter/GovernanceAtScaleAccountFactoryInventoryInserterArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/sso-roles-creator/GovernanceAtScaleAccountFactorySSORolesCreatorArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/move-to-ou/GovernanceAtScaleAccountFactoryMoveToOUCRArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/aws-config/aws-config-hub/PolicyBucketName,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/prisma-provisioner/GovernanceAtScaleAccountFactoryPrismaProvisionerArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/account-type-to-organizational-unit-chooser/GovernanceAtScaleAccountFactoryAccountTypeToOUChooserCRArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/account-creation-shared-org-bootstrap/GovernanceAtScaleAccountFactoryAccountCreationSharedOrgRoleArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/cloudtrail-log-aggregator/LogAggregatorKeyArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/avm-golden-goose-pipeline-role/GovernanceAtScaleAccountFactoryGoldenGoosePipelineRoleCRArn,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/prisma/prisma-rotation/PrismaRotationKey,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/aws-config/aws-config-hub/RecorderBucketName,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
/governance/account-factory/avm-golden-goose-notifier/GoldenGooseNotifierQueueURL,AWS Systems Manager,Governance-QA-ServiceCatalog,AWS Virginia,"Dec 28, 2021 11.09 MST America/Denver",false
